id,Product,ProductCategory,SalesRep,Units,Cost,Region
1506,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,Office Furnishings,Aaron Smayling,48772,78.69,Manitoba
1507,Xerox 213,Paper,Aaron Smayling,48772,6.48,Manitoba
1508,Newell 321,Pens & Art Supplies,Aaron Smayling,48772,3.28,Manitoba
1509,Newell 351,Pens & Art Supplies,Aaron Smayling,48772,3.28,Manitoba
1510,"OIC Colored Binder Clips, Assorted Sizes",Rubber Bands,Aaron Smayling,48772,3.58,Manitoba
1511,Canon imageCLASS 2200 Advanced Copier,Copiers and Fax,Parhena Norris,48800,3499.99,Manitoba
1512,"Fellowes Basic 104-Key Keyboard, Platinum",Computer Peripherals,Charles Sheldon,48931,20.95,Manitoba
1513,Logitech Internet Navigator Keyboard,Computer Peripherals,Charles Sheldon,48931,30.98,Manitoba
1514,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Office Furnishings,Charles Sheldon,48931,51.75,Manitoba
1515,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,Mark Cousins,49126,160.98,Manitoba
1516,Xerox 1881,Paper,Shaun Weien,49283,12.28,Manitoba
1517,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Office Furnishings,Mary O'Rourke,49441,41.32,Manitoba
1518,Hon Comfortask® Task/Swivel Chairs,Chairs & Chairmats,Mark Cousins,49601,113.98,Manitoba
1519,Staples Standard Envelopes,Envelopes,Brad Norvell,49763,5.68,Manitoba
1520,Bretford CR4500 Series Slim Rectangular Table,Tables,Brad Norvell,49763,348.21,Manitoba
1521,Cardinal Holdit Business Card Pockets,Binders and Binder Accessories,Parhena Norris,49927,4.98,Manitoba
1522,"Master Giant Foot® Doorstop, Safety Yellow",Office Furnishings,Parhena Norris,49927,7.59,Manitoba
1523,Stockwell Push Pins,Rubber Bands,Parhena Norris,49927,2.18,Manitoba
1524,DIXON Oriole® Pencils,Pens & Art Supplies,Chad Sievert,50048,2.58,Manitoba
1525,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut","Scissors, Rulers and Trimmers",Chad Sievert,50048,6.84,Manitoba
1526,Avanti 1.7 Cu. Ft. Refrigerator,Appliances,Brian Derr,50499,100.98,Manitoba
1527,252,Telephones and Communication,Neil Ducich,51041,65.99,Manitoba
1528,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Office Furnishings,Sarah Jordon,51328,18.7,Manitoba
1529,Lexmark Z25 Color Inkjet Printer,Office Machines,Theone Pippenger,51333,80.97,Manitoba
1530,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Paper,Theone Pippenger,51333,9.06,Manitoba
1531,Eldon Wave Desk Accessories,Office Furnishings,Theone Pippenger,51365,5.89,Manitoba
1532,Bevis 36 x 72 Conference Tables,Tables,Theone Pippenger,51365,124.49,Manitoba
1533,GBC DocuBind TL300 Electric Binding System,Binders and Binder Accessories,Mike Kennedy,51777,896.99,Manitoba
1534,Gyration Ultra Cordless Optical Suite,Computer Peripherals,Mike Kennedy,51777,100.97,Manitoba
1535,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,Binders and Binder Accessories,Michael Granlund,51814,7.84,Manitoba
1536,DPC 650 Piper,Telephones and Communication,Michael Granlund,51975,115.99,Manitoba
1537,Aluminum Document Frame,Office Furnishings,Dana Kaydos,52225,12.22,Manitoba
1538,Xerox 1940,Paper,Dana Kaydos,52225,54.96,Manitoba
1539,Staples #10 Colored Envelopes,Envelopes,Nathan Mautz,52487,7.78,Manitoba
1540,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",Computer Peripherals,Ken Heidel,52868,7.37,Manitoba
1541,Artistic Insta-Plaque,Office Furnishings,Art Ferguson,53221,15.68,Manitoba
1542,Wilson Jones Impact Binders,Binders and Binder Accessories,Roland Black,53600,5.18,Manitoba
1543,Cardinal Poly Pocket Divider Pockets for Ring Binders,Binders and Binder Accessories,Steve Carroll,53667,3.36,Manitoba
1544,Accessory35,Telephones and Communication,Steve Carroll,53667,35.99,Manitoba
1545,"GBC Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black",Binders and Binder Accessories,Nathan Mautz,53891,15.22,Manitoba
1546,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Chairs & Chairmats,Matt Abelman,53955,130.98,Manitoba
1547,CF 888,Telephones and Communication,Bart Watters,54150,195.99,Manitoba
1548,Xerox 214,Paper,Nathan Cano,55429,6.48,Manitoba
1549,Avery Heavy-Duty EZD ™ Binder With Locking Rings,Binders and Binder Accessories,Shaun Weien,55462,5.58,Manitoba
1550,"IBM Active Response Keyboard, Black",Computer Peripherals,Shaun Weien,55462,39.98,Manitoba
1551,M70,Telephones and Communication,Shaun Weien,55462,125.99,Manitoba
1552,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,Brad Norvell,55749,8.74,Manitoba
1553,Okidata ML184 Turbo Dot Matrix Printers,Office Machines,Bart Watters,55873,306.14,Manitoba
1554,"Sauder Forest Hills Library, Woodland Oak Finish",Bookcases,Theone Pippenger,56135,140.98,Manitoba
1555,Colored Push Pins,Rubber Bands,Theone Pippenger,56135,1.81,Manitoba
1556,Riverside Furniture Stanwyck Manor Table Series,Tables,Art Ferguson,56708,286.85,Manitoba
1557,"Peel & Seel® Recycled Catalog Envelopes, Brown",Envelopes,Art Ferguson,56708,11.58,Manitoba
1558,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Appliances,Dennis Bolton,57986,14.81,Manitoba
1559,"Companion Letter/Legal File, Black",Storage & Organization,Mary O'Rourke,58310,37.76,Manitoba
1560,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,Joel Jenkins,58725,8.74,Manitoba
1561,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Appliances,Meg O'Connel,902,207.48,Manitoba
1562,Belkin 8 Outlet Surge Protector,Appliances,Hallie Redmond,2147,40.98,Manitoba
1563,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Binders and Binder Accessories,Liz Thompson,2306,7.45,Manitoba
1564,Microsoft Internet Keyboard,Computer Peripherals,Robert Waldorf,2823,20.97,Manitoba
1565,Tennsco Double-Tier Lockers,Storage & Organization,Robert Waldorf,2823,225.02,Manitoba
1566,Epson C82 Color Inkjet Printer,Office Machines,Helen Andreada,3110,119.99,Manitoba
1567,Xerox 212,Paper,Julia Dunbar,3463,6.48,Manitoba
1568,Eldon Cleatmat Plus™ Chair Mats for High Pile Carpets,Office Furnishings,Christine Sundaresam,4034,79.52,Manitoba
1569,Bevis Rectangular Conference Tables,Tables,Christine Sundaresam,4034,145.98,Manitoba
1570,Xerox 213,Paper,Bruce Stewart,4037,6.48,Manitoba
1571,Binding Machine Supplies,Binders and Binder Accessories,Julia Dunbar,5538,29.17,Manitoba
1572,BPI Conference Tables,Tables,Julia Dunbar,5538,146.05,Manitoba
1573,8290,Telephones and Communication,Julia Dunbar,5538,125.99,Manitoba
1574,"Seth Thomas 12"" Clock w/ Goldtone Case",Office Furnishings,Guy Thornton,5863,22.98,Manitoba
1575,"Hon Metal Bookcases, Black",Bookcases,Helen Andreada,7175,70.98,Manitoba
1576,Brown Kraft Recycled Envelopes,Envelopes,Mary Zewe,7364,16.98,Manitoba
1577,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Bookcases,Meg O'Connel,7878,81.94,Manitoba
1578,"DAX Cubicle Frames, 8-1/2 x 11",Office Furnishings,Meg O'Connel,7878,8.57,Manitoba
1579,"Advantus Push Pins, Aluminum Head",Rubber Bands,Meg O'Connel,7878,5.81,Manitoba
1580,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Binders and Binder Accessories,Meg O'Connel,8551,7.45,Manitoba
1581,Xerox 213,Paper,Meg O'Connel,8551,6.48,Manitoba
1582,Nu-Dell Executive Frame,Office Furnishings,Ken Lonsdale,8834,12.64,Manitoba
1583,GBC Linen Binding Covers,Binders and Binder Accessories,Ken Lonsdale,9155,30.98,Manitoba
1584,Avery® Durable Slant Ring Binders With Label Holder,Binders and Binder Accessories,Christine Sundaresam,9668,4.18,Manitoba
1585,"Seth Thomas 12"" Clock w/ Goldtone Case",Office Furnishings,Maria Bertelson,10242,22.98,Manitoba
1586,"Micro Innovations Micro 3000 Keyboard, Black",Computer Peripherals,Ken Lonsdale,12292,26.31,Manitoba
1587,Surelock™ Post Binders,Binders and Binder Accessories,Bruce Stewart,14503,30.56,Manitoba
1588,"Fellowes Basic 104-Key Keyboard, Platinum",Computer Peripherals,Maria Bertelson,15109,20.95,Manitoba
1589,Xerox 212,Paper,Maria Bertelson,15109,6.48,Manitoba
1590,"Binney & Smith inkTank™ Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Pens & Art Supplies,Maria Bertelson,15109,2.52,Manitoba
1591,Fiskars® Softgrip Scissors,"Scissors, Rulers and Trimmers",Maria Bertelson,15109,10.98,Manitoba
1592,Project Tote Personal File,Storage & Organization,Maria Bertelson,15109,14.03,Manitoba
1593,Recycled Premium Regency Composition Covers,Binders and Binder Accessories,Meg O'Connel,15142,15.28,Manitoba
1594,Ibico Laser Imprintable Binding System Covers,Binders and Binder Accessories,Maria Bertelson,15332,52.4,Manitoba
1595,Avanti 1.7 Cu. Ft. Refrigerator,Appliances,Helen Andreada,15872,100.98,Manitoba
1596,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",Paper,Helen Andreada,15872,7.35,Manitoba
1597,Xerox 1893,Paper,Helen Andreada,15872,40.99,Manitoba
1598,Nu-Dell Executive Frame,Office Furnishings,Brian Thompson,16032,12.64,Manitoba
1599,Fellowes 17-key keypad for PS/2 interface,Computer Peripherals,Hallie Redmond,16165,30.73,Manitoba
1600,Deflect-o Glass Clear Studded Chair Mats,Office Furnishings,Hallie Redmond,16165,62.18,Manitoba
1601,Fellowes Staxonsteel® Drawer Files,Storage & Organization,Hallie Redmond,16165,193.17,Manitoba
1602,"Brites Rubber Bands, 1 1/2 oz. Box",Rubber Bands,Liz Thompson,17632,1.98,Manitoba
1603,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,Office Furnishings,Jason Gross,19492,78.69,Manitoba
1604,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Pens & Art Supplies,Jason Gross,19492,21.98,Manitoba
1605,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Computer Peripherals,Christine Sundaresam,20102,22.24,Manitoba
1606,Avery Round Ring Poly Binders,Binders and Binder Accessories,Christine Sundaresam,21863,2.84,Manitoba
1607,GBC Imprintable Covers,Binders and Binder Accessories,Christine Sundaresam,21863,10.98,Manitoba
1608,"Wirebound Service Call Books, 5 1/2"" x 4""",Paper,Katrina Bavinger,21894,9.68,Manitoba
1609,Epson DFX5000+ Dot Matrix Printer,Office Machines,Hallie Redmond,22022,1500.97,Manitoba
1610,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Chairs & Chairmats,Maria Bertelson,22663,280.98,Manitoba
1611,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Office Machines,Maria Bertelson,22663,500.98,Manitoba
1612,8890,Telephones and Communication,Katrina Bavinger,23713,115.99,Manitoba
1613,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Storage & Organization,Christine Sundaresam,24358,279.48,Manitoba
1614,Gyration Ultra Cordless Optical Suite,Computer Peripherals,Bruce Stewart,24386,100.97,Manitoba
1615,Targus USB Numeric Keypad,Computer Peripherals,Bruce Stewart,24386,40.98,Manitoba
1616,Avery 491,Labels,Bruce Stewart,24386,4.13,Manitoba
1617,SANFORD Major Accent™ Highlighters,Pens & Art Supplies,Maria Bertelson,24899,7.08,Manitoba
1618,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Office Machines,Mary Zewe,25473,500.98,Manitoba
1619,Xerox 1893,Paper,Mary Zewe,25473,40.99,Manitoba
1620,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Computer Peripherals,Ivan Gibson,25638,4.89,Manitoba
1621,Riverleaf Stik-Withit® Designer Note Cubes®,Paper,Ivan Gibson,25638,10.06,Manitoba
1622,Micro Innovations Media Access Pro Keyboard,Computer Peripherals,Ken Lonsdale,26016,77.51,Manitoba
1623,KF 788,Telephones and Communication,Ken Lonsdale,26016,45.99,Manitoba
1624,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Chairs & Chairmats,Doug Bickford,26182,200.98,Ontario
1625,GBC VeloBinder Strips,Binders and Binder Accessories,Liz Thompson,26691,7.68,Ontario
1626,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Appliances,Maria Bertelson,27015,56.96,Ontario
1627,Bush Mission Pointe Library,Bookcases,Maria Bertelson,27840,150.98,Ontario
1628,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Binders and Binder Accessories,Guy Thornton,28130,15.99,Ontario
1629,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Office Furnishings,Guy Thornton,28130,46.94,Ontario
1630,"Fellowes Internet Keyboard, Platinum",Computer Peripherals,Maria Bertelson,28290,30.42,Ontario
1631,Fellowes Super Stor/Drawer® Files,Storage & Organization,Maria Bertelson,28290,161.55,Ontario
1632,GBC Binding covers,Binders and Binder Accessories,Bruce Stewart,29927,12.95,Ontario
1633,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Binders and Binder Accessories,Brian Thompson,29953,14.45,Ontario
1634,Hoover WindTunnel™ Plus Canister Vacuum,Appliances,Joseph Airdo,31238,363.25,Ontario
1635,Timeport L7089,Telephones and Communication,Christina Vanderzanden,32067,125.99,Ontario
1636,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",Computer Peripherals,Joseph Airdo,32198,7.37,Ontario
1637,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",Pens & Art Supplies,Ken Lonsdale,32231,4.26,Ontario
1638,Avery 507,Labels,Joseph Airdo,32452,2.88,Ontario
1639,"O'Sullivan Elevations Bookcase, Cherry Finish",Bookcases,Guy Thornton,32998,130.98,Ontario
1640,Hammermill Color Copier Paper (28Lb. and 96 Bright),Paper,Robert Waldorf,33091,9.99,Ontario
1641,Kensington 7 Outlet MasterPiece Power Center,Appliances,Guy Thornton,33250,177.98,Ontario
1642,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Envelopes,Joseph Airdo,33378,39.98,Ontario
1643,Avanti 4.4 Cu. Ft. Refrigerator,Appliances,Christina Vanderzanden,33889,180.98,Ontario
1644,Staples 4 Outlet Surge Protector,Appliances,Christina Vanderzanden,33889,8.67,Ontario
1645,Wausau Papers Astrobrights® Colored Envelopes,Envelopes,Christina Vanderzanden,33889,5.98,Ontario
1646,Avery 49,Labels,Christina Vanderzanden,33889,2.88,Ontario
1647,Global Ergonomic Managers Chair,Chairs & Chairmats,Katrina Bavinger,34567,180.98,Ontario
1648,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Binders and Binder Accessories,Meg O'Connel,36163,14.45,Ontario
1649,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Office Furnishings,Bruce Stewart,36449,12.99,Ontario
1650,Prang Colored Pencils,Pens & Art Supplies,Christine Sundaresam,36675,2.94,Ontario
1651,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Appliances,Guy Thornton,37862,59.98,Ontario
1652,Avery Printable Repositionable Plastic Tabs,Binders and Binder Accessories,Ken Lonsdale,38240,8.6,Ontario
1653,Canon PC1060 Personal Laser Copier,Copiers and Fax,Lycoris Saunders,38693,699.99,Ontario
1654,6120,Telephones and Communication,Joseph Airdo,38917,65.99,Ontario
1655,Okidata ML320 Series Turbo Dot Matrix Printers,Office Machines,Lycoris Saunders,39015,399.98,Ontario
1656,Xerox 1994,Paper,Lycoris Saunders,39015,6.48,Ontario
1657,Newell 336,Pens & Art Supplies,Dorothy Dickinson,39265,4.28,Ontario
1658,Belkin 5 Outlet SurgeMaster™ Power Centers,Appliances,Mary Zewe,40962,54.48,Ontario
1659,M70,Telephones and Communication,Mary Zewe,40962,125.99,Ontario
1660,"GBC Laser Imprintable Binding System Covers, Desert Sand",Binders and Binder Accessories,Lycoris Saunders,41059,14.27,Ontario
1661,Polycom VoiceStation 100,Office Machines,Lycoris Saunders,41059,300.98,Ontario
1662,Newell 312,Pens & Art Supplies,Lycoris Saunders,41059,5.84,Ontario
1663,Bretford CR8500 Series Meeting Room Furniture,Tables,Lycoris Saunders,41059,400.98,Ontario
1664,"Memorex Slim 80 Minute CD-R, 10/Pack",Computer Peripherals,Janet Molinari,41664,9.78,Ontario
1665,Boston 1799 Powerhouse™ Electric Pencil Sharpener,Pens & Art Supplies,Janet Molinari,41664,25.98,Ontario
1666,Newell 314,Pens & Art Supplies,Liz Thompson,42596,5.58,Ontario
1667,Belkin F5C206VTEL 6 Outlet Surge,Appliances,Maria Bertelson,43424,22.98,Ontario
1668,Eldon Expressions Mahogany Wood Desk Collection,Office Furnishings,Christine Sundaresam,43808,6.24,Ontario
1669,"Sony MFD2HD Formatted Diskettes, 10/Pack",Computer Peripherals,Robert Waldorf,45218,6.48,Ontario
1670,Hoover Upright Vacuum With Dirt Cup,Appliances,Julie Prescott,46050,289.53,Ontario
1671,"Global Deluxe Stacking Chair, Gray",Chairs & Chairmats,Maria Bertelson,46117,50.98,Ontario
1672,Computer Printout Paper with Letter-Trim Perforations,Paper,Maria Bertelson,46243,18.97,Ontario
1673,Newell 335,Pens & Art Supplies,Maria Bertelson,46243,2.88,Ontario
1674,"Quartet Omega® Colored Chalk, 12/Pack",Pens & Art Supplies,Maria Bertelson,46243,5.84,Ontario
1675,GBC DocuBind P50 Personal Binding Machine,Binders and Binder Accessories,Annie Thurman,46310,63.98,Ontario
1676,Boston 16801 Nautilus™ Battery Pencil Sharpener,Pens & Art Supplies,Annie Thurman,46310,22.01,Ontario
1677,Iceberg Mobile Mega Data/Printer Cart ®,Storage & Organization,Annie Thurman,46310,120.33,Ontario
1678,Accessory2,Telephones and Communication,Meg O'Connel,46503,55.99,Ontario
1679,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut","Scissors, Rulers and Trimmers",Meg O'Connel,46726,6.84,Ontario
1680,Presstex Flexible Ring Binders,Binders and Binder Accessories,Meg O'Connel,46726,4.55,Ontario
1681,Accessory9,Telephones and Communication,Maria Bertelson,47042,35.99,Ontario
1682,Sharp EL500L Fraction Calculator,Office Machines,Maria Bertelson,47174,13.99,Ontario
1683,Boston 16801 Nautilus™ Battery Pencil Sharpener,Pens & Art Supplies,Robert Waldorf,48034,22.01,Ontario
1684,Chromcraft Rectangular Conference Tables,Tables,Robert Waldorf,48034,236.97,Ontario
1685,Newell 340,Pens & Art Supplies,Christine Sundaresam,48164,2.88,Ontario
1686,Security-Tint Envelopes,Envelopes,Brian Thompson,49189,7.64,Ontario
1687,SANFORD Liquid Accent™ Tank-Style Highlighters,Pens & Art Supplies,Joseph Airdo,49986,2.84,Ontario
1688,Avery Binding System Hidden Tab™ Executive Style Index Sets,Binders and Binder Accessories,Joseph Airdo,50336,5.77,Ontario
1689,Fellowes Super Stor/Drawer® Files,Storage & Organization,Christina Vanderzanden,50373,161.55,Ontario
1690,Fellowes PB300 Plastic Comb Binding Machine,Binders and Binder Accessories,Julie Prescott,50564,387.99,Ontario
1691,Stockwell Push Pins,Rubber Bands,Guy Thornton,50949,2.18,Ontario
1692,StarTAC 6500,Telephones and Communication,Guy Thornton,50949,125.99,Ontario
1693,Xerox 199,Paper,Meg O'Connel,51361,4.28,Ontario
1694,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Tables,Meg O'Connel,51361,349.45,Ontario
1695,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Binders and Binder Accessories,Rob Beeghly,51780,8.04,Ontario
1696,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Computer Peripherals,Ivan Gibson,51940,5.98,Ontario
1697,GBC Standard Plastic Binding Systems Combs,Binders and Binder Accessories,Annie Thurman,52071,8.85,Ontario
1698,Staples Plastic Wall Frames,Office Furnishings,Annie Thurman,52071,7.96,Ontario
1699,Fellowes EZ Multi-Media Keyboard,Computer Peripherals,Bill Eplett,53152,34.98,Ontario
1700,Telescoping Adjustable Floor Lamp,Office Furnishings,Bill Eplett,53152,19.99,Ontario
